,textID,text,selected_text,sentiment
20903,b05ed71c4b,"I wish I was at Disneyland or watching Star Trek like other people are doing. I swear, I must be the only sap who works on Fridays.","I wish I was at Disneyland or watching Star Trek like other people are doing. I swear, I must be the only sap who works on Fridays.",neutral
20904,c92c8cfb15, cold and rainy,cold and rainy,neutral
20906,0b0b53bd74,Mummy and Nathan not in today! On My Todd!,Mummy and Nathan not in today! On My Todd!,neutral
20909,458213811b,needs to escape from this town. getting ready. seeyuhhh.,needs to escape from this town. getting ready. seeyuhhh.,neutral
20915,7eda6f9535,OMG i havent been on twitter all day  going thru withdraws,OMG i havent been on twitter all day  going thru withdraws,neutral
20916,44d6fb791a,  Chroma Key coolness ... When are the cumulus seminars going online couldn't see the live feed here,Chroma Key coolness ... When are the cumulus seminars going online couldn't see the live feed here,neutral
20919,7d574014bc, lol what!! where is it!,lol what!! where is it!,neutral
20922,4863688a7f,_x all three are in the first 2 weeks of june for me,_x all three are in the first 2 weeks of june for me,neutral
20924,d1101dce96,"last day of volleyball miss everyone already. Oh well, banquet on 10th hopefully everyones gonna be there","last day of volleyball miss everyone already. Oh well, banquet on 10th hopefully everyones gonna be there",neutral
20926,229919563a,Starting out  bday bash with a Blue Moon  - Photo: http://bkite.com/07k6X,Starting out  bday bash with a Blue Moon  -,neutral
20927,21576ae8e7,We're home now,We're home now,neutral
20929,6281355add, I don't know how you do it,I don't know how you do it,neutral
20931,81dcda9146,Is about to see Adriana off for a month,Is about to see Adriana off for a month,neutral
20933,3cf6b4ba3d, lol thanks!there scary to wear though,lol thanks!there scary to wear though,neutral
20936,85ccb78c64, Lol  i know,Lol  i know,neutral
20937,d1702a29a4,"got three grades so far: Math11 -&gt; B , Acct1B -&gt; A, Bio19 -&gt; A. Good times to be had. Sad about the math grade though.","got three grades so far: Math11 -&gt; B , Acct1B -&gt; A, Bio19 -&gt; A. Good times to be had. Sad about the math grade",neutral
20940,05aa067b65,Bluedart takes a shipment all the way before figuring out &quot;No Deliver&quot; and then bring it back! Databases anyone?,Bluedart takes a shipment all the way before figuring out &quot;No Deliver&quot; and then bring it back! Databases,neutral
20941,b6e3418ebb," I know, but I'm on Rogers and I'm pretty sure they don't have the same agreement with Twitter.","I know, but I'm on Rogers and I'm pretty sure they don't have the same agreement with Twitter.",neutral
20945,0533325f68,Home from the mall  &amp; got mommy's gift for tomrrow,Home from the mall  &amp; got mommy's gift for tomrr,neutral
20946,d07423d091,at work,at work,neutral
20947,72932789e1,"Back from umpireing trainging, making dinner","Back from umpireing trainging, making dinner",neutral
20953,bb09bdd8b2,i dyed my hair back to super black again!,i dyed my hair back to super black again!,neutral
20954,e76fa72e9a, Do tell...,Do tell...,neutral
20955,560603af4d,"still babysitting, i want another boost","still babysitting, i want another boost",neutral
20956,04d17ef61e," oh Marly, I'm so sorry!!  I hope you find her soon!! &lt;3 &lt;3","oh Marly, I'm so sorry!!  I hope you find her soon!! &lt;3",neutral
20958,c0bf50f198,". Tickets, i need my tickets, where are my tickets. i want my ticketttttss",". Tickets, i need my tickets, where are my tickets. i want my ticketttttss",neutral
20960,b47dab7e91,cleaning my room,cleaning my room,neutral
20965,16a09e66ff, shelaaaaaaaa,shelaaaaaaaa,neutral
20968,2cfd3fb19d, just something different than all the text around it.  There's no difference whatsoever,just something different than all the text around it.  There's no difference whatsoever,neutral
20970,34fee64221,"haha moms back today from a weekend away , her first words, ' whys the house so dirty?' i love life ..","haha moms back today from a weekend away , her first words, ' whys the house so dirty?' i love life ..",neutral
20972,ac326f2eb2, yeah,yeah,neutral
20974,5fddcf4458,"Hummmmm..... ohh  i miss you so much!!! realy, but i hope you have a nice friends, like us :]","Hummmmm..... ohh  i miss you so much!!! realy, but i hope you have a nice friends, like us :]",neutral
20976,92570a7e5e, am i too late for a cuppa?,am i too late for a cuppa?,neutral
20977,3f6bcd840e,   i fell asleep on the beach and didn't put on enough sunscreen  lol,i fell asleep on the beach and didn't put on enough sunscreen,neutral
20978,0258fb273b,Sitting at the doctor's office.,Sitting at the doctor's office.,neutral
20980,08a5586215,Matt Weiters' first at bat: fly out to RF,Matt Weiters' first at bat: fly out to RF,neutral
20981,3d2ace4993,Someone fly me to Reno,Someone fly me to Reno,neutral
20983,c7c16d8ee4,"RE: So, finally finished catching up with your blog - no mention of any wedding details...  Do tell, at some point.  http://disq.us/11w","So, finally finished catching up with your blog - no mention of any wedding details...  Do tell, at some point.",neutral
20984,ae46261e69,So confused about what to do?,So confused about what to do?,neutral
20985,e3b9593fe8,U-Verse is up and blazing at 25Mbps.  I don't have anything to download though,U-Verse is up and blazing at 25Mbps.  I don't have anything to download though,neutral
20988,5008199470,"lol, you can see the sunburnnn    its not achurley that bad =| least i dont think it is xD http://tinyurl.com/njubcl","lol, you can see the sunburnnn    its not achurley that bad =| least i dont think it is",neutral
20992,a40a9840b0,Cant fall asleep.,Cant fall asleep.,neutral
20994,287755c5dd, I've heard this fall. I'm waiting too!,I've heard this fall. I'm waiting too!,neutral
20995,843e6777a9,  the construction lookd familar,the construction lookd familar,neutral
20997,0dca85c051, DANG...when did they plant those thorny bushes there? OUCH...no kitty hugs today,DANG...when did they plant those thorny bushes there? OUCH...no kitty hugs today,neutral
20999,9f51c335d0, ehhh no. just a check up. I have a dentist app next week though. getting my molar pulled/root canal.,ehhh no. just a check up. I have a dentist app next week though. getting my molar pulled/root canal.,neutral
21003,fe3cecc633, that story reminds of living in Portugal,that story reminds of living in Portugal,neutral
21004,ed724fe88e,listening to some music!,listening to some music!,neutral
21005,64be2c0d34, I found out this morning too.,I found out this morning too.,neutral
21006,55276d9a72,"Well, another family was chosen for the child we interviewed for  back to looking for another kid","Well, another family was chosen for the child we interviewed for  back to looking for another kid",neutral
21007,b06fd0f2ce, ****. Now you have to cover the whole purse with those so it looks like a pattern.,****. Now you have to cover the whole purse with those so it looks like a pattern.,neutral
21009,1f641e94b4," OHMIGOD, I would have loved that. Alas, there was just lots of gun play. No dancing","I would have loved that. Alas,",neutral
21013,7b01575526," no, im a people pleaser","no, im a people pleaser",neutral
21014,2339a9b08b," as much as i love to be hopeful, i reckon the chances are minimal =P i'm never gonna get my cake and stuff","as much as i love to be hopeful, i reckon the chances are minimal =P i'm never gonna get my cake and stuff",neutral
21017,3b8041c925,I think today I shall listen to some Gary Numan before starting some remixes,I think today I shall listen to some Gary Numan before starting some remixes,neutral
21020,f57f6c3092,"Wolverine was much fun, but Gambit was a bit disappointing.  Neither smooth nor Cajun enough for my taste. Pretty though","Wolverine was much fun, but Gambit was a bit disappointing.  Neither smooth nor Cajun enough for my taste. Pretty though",neutral
21022,e8ffe60ca2,Wee are going to the movies tonight to see Wolverine,Wee are going to the movies tonight to see Wolverine,neutral
21023,ec4d35d747,OMG brings me back to my High School Days!  ? http://blip.fm/~5ygpg,OMG brings me back to my High School Days!  ? http://blip.fm/~5ygpg,neutral
21025,e573a945f6,Not quite sure what ace of cakes is or are. Gosh I'm tired. Loved bride wars. Fun night.,Not quite sure what ace of cakes is or are. Gosh I'm tired. Loved bride wars. Fun night.,neutral
21027,93c591ea16,"50 Kayla-lee, i think your the only one that knows what that number means lol  x","50 Kayla-lee, i think your the only one that knows what that number means lol  x",neutral
21028,3d9c95870d, I guess if you can't accept me....i'll have to keep it movin,I guess if you can't accept me....i'll have to keep it movin,neutral
21032,c68ca0493a,"http://twitpic.com/4j95z - I don't know why, but I LOLd.","I don't know why, but I LOLd.",neutral
21033,4fbdde8980, your vid wont play  x,your vid wont play,neutral
21034,d167bfe246,losing weight  check the pic,losing weight  check the pic,neutral
21036,af841b1be4, I need to go shopping with you...but I need to save my money,I need to go shopping with you...but I need to save my money,neutral
21037,93bd3f9324, ohhhhh with ya,ohhhhh with ya,neutral
21041,1b9b75084c,"Playing at THE HAVEN tonight with Cassandra Wilcox, Patrick Bell, Ben Bloss, &amp; Bucket of Nails! Doors are at 8pm. 21+: $6, Under 21: $8!","Playing at THE HAVEN tonight with Cassandra Wilcox, Patrick Bell, Ben Bloss, &amp; Bucket of Nails! Doors are at 8pm. 21+: $6, Under 21:",neutral
21043,758072a936, if mom gets paid...,if mom gets paid...,neutral
21044,a0a392fb03, ...I will take some...I am tiny,...I will take some...I am tiny,neutral
21048,a97f9d02c6,"I'm officially on holiday! A week in Center Parcs, no internets  bye my peeps, see you when I return...","I'm officially on holiday! A week in Center Parcs, no internets  bye my peeps, see you when I return...",neutral
21050,1c01959220,No Westin discounts?   Anime Expoï¿½ 2009 Provides Additional Discounts for Hotels: http://anime-expo.org/?p=2396,No Westin discounts?   Anime Expoï¿½ 2009 Provides Additional Discounts for Hotels: http://anime-expo.org/?p=2396,neutral
21052,3c320aae1a,Well it's after 6 and i didn't get a call back  oh well,Well it's after 6 and i didn't get a call back  oh well,neutral
21056,a241c8c057,Next song to be axed by me Ombra mai fï¿½ -ï¿½ Largo ï¿½ Hï¿½ndel,Next song to be axed by me Ombra mai fï¿½ -ï¿½ Largo ï¿½ Hï¿½ndel,neutral
21057,50d8ef7214," It was crazy all day today and I have a feeling it's going to be that way tomorrow, too.  Enjoy your couple of days off though","It was crazy all day today and I have a feeling it's going to be that way tomorrow, too.  Enjoy your couple of days off though",neutral
21060,06e0920d4f,on youtube now!,on youtube now!,neutral
21062,3af30aa0a6,chillin an havin a drink,chillin an havin a drink,neutral
21065,a3e178f085,http://twitpic.com/665to Less than 24 hours till the show! Oh and Lee broke his guitar at practice    http://twitpic.com/660vv,Less than 24 hours till the show! Oh and Lee broke his guitar at practice,neutral
21068,3e04dbc3b2,"Anybody have advice on who to use for printing biz cards besides Overnight (bad experience) &amp; PsPrint, each biz card = sep. project =","Anybody have advice on who to use for printing biz cards besides Overnight (bad experience) &amp; PsPrint, each biz card = sep. project",neutral
21069,c973572d18, haha so your having father daugter bonding time? Lol anyways I g2g work get on msn later I'll be bored  x,haha so your having father daugter bonding time? Lol anyways I g2g work get on msn later I'll be bored  x,neutral
21070,afcb4baed5, they prob are sold out.    all i wanted was to see them for my bday lol,they prob are sold out.    all i wanted was to see them for my bday lo,neutral
